twin_a,twin_b,layer,weight
twin-0059,twin-0060,shared_domain,0.8
twin-0059,twin-0061,shared_domain,0.8
twin-0059,twin-0062,shared_domain,0.8
twin-0059,twin-0063,shared_domain,0.8
twin-0059,twin-0064,shared_domain,0.8
twin-0060,twin-0061,shared_domain,0.8
twin-0060,twin-0062,shared_domain,0.8
twin-0060,twin-0063,shared_domain,0.8
twin-0060,twin-0064,shared_domain,0.8
twin-0061,twin-0062,shared_domain,0.8
twin-0061,twin-0063,shared_domain,0.8
twin-0061,twin-0064,shared_domain,0.8
twin-0062,twin-0063,shared_domain,0.8
twin-0062,twin-0064,shared_domain,0.8
twin-0063,twin-0064,shared_domain,0.8
twin-0065,twin-0066,shared_domain,0.8
twin-0065,twin-0067,shared_domain,0.8
twin-0065,twin-0068,shared_domain,0.8
twin-0065,twin-0069,shared_domain,0.8
twin-0065,twin-0070,shared_domain,0.8
twin-0065,twin-0071,shared_domain,0.8
twin-0065,twin-0072,shared_domain,0.8
twin-0066,twin-0067,shared_domain,0.8
twin-0066,twin-0068,shared_domain,0.8
twin-0066,twin-0069,shared_domain,0.8
twin-0066,twin-0070,shared_domain,0.8
twin-0066,twin-0071,shared_domain,0.8
twin-0066,twin-0072,shared_domain,0.8
twin-0067,twin-0068,shared_domain,0.8
twin-0067,twin-0069,shared_domain,0.8
twin-0067,twin-0070,shared_domain,0.8
twin-0067,twin-0071,shared_domain,0.8
twin-0067,twin-0072,shared_domain,0.8
twin-0068,twin-0069,shared_domain,0.8
twin-0068,twin-0070,shared_domain,0.8
twin-0068,twin-0071,shared_domain,0.8
twin-0068,twin-0072,shared_domain,0.8
twin-0069,twin-0070,shared_domain,0.8
twin-0069,twin-0071,shared_domain,0.8
twin-0069,twin-0072,shared_domain,0.8
twin-0070,twin-0071,shared_domain,0.8
twin-0070,twin-0072,shared_domain,0.8
twin-0071,twin-0072,shared_domain,0.8
twin-0073,twin-0074,shared_domain,0.8
twin-0073,twin-0075,shared_domain,0.8
twin-0073,twin-0076,shared_domain,0.8
twin-0073,twin-0077,shared_domain,0.8
twin-0073,twin-0078,shared_domain,0.8
twin-0073,twin-0079,shared_domain,0.8
twin-0073,twin-0080,shared_domain,0.8
twin-0074,twin-0075,shared_domain,0.8
twin-0074,twin-0076,shared_domain,0.8
twin-0074,twin-0077,shared_domain,0.8
twin-0074,twin-0078,shared_domain,0.8
twin-0074,twin-0079,shared_domain,0.8
twin-0074,twin-0080,shared_domain,0.8
twin-0075,twin-0076,shared_domain,0.8
twin-0075,twin-0077,shared_domain,0.8
twin-0075,twin-0078,shared_domain,0.8
twin-0075,twin-0079,shared_domain,0.8
twin-0075,twin-0080,shared_domain,0.8
twin-0076,twin-0077,shared_domain,0.8
twin-0076,twin-0078,shared_domain,0.8
twin-0076,twin-0079,shared_domain,0.8
twin-0076,twin-0080,shared_domain,0.8
twin-0077,twin-0078,shared_domain,0.8
twin-0077,twin-0079,shared_domain,0.8
twin-0077,twin-0080,shared_domain,0.8
twin-0078,twin-0079,shared_domain,0.8
twin-0078,twin-0080,shared_domain,0.8
twin-0079,twin-0080,shared_domain,0.8
twin-0081,twin-0082,shared_domain,0.8
twin-0081,twin-0083,shared_domain,0.8
twin-0081,twin-0084,shared_domain,0.8
twin-0081,twin-0085,shared_domain,0.8
twin-0081,twin-0086,shared_domain,0.8
twin-0081,twin-0087,shared_domain,0.8
twin-0081,twin-0088,shared_domain,0.8
twin-0082,twin-0083,shared_domain,0.8
twin-0082,twin-0084,shared_domain,0.8
twin-0082,twin-0085,shared_domain,0.8
twin-0082,twin-0086,shared_domain,0.8
twin-0082,twin-0087,shared_domain,0.8
twin-0082,twin-0088,shared_domain,0.8
twin-0083,twin-0084,shared_domain,0.8
twin-0083,twin-0085,shared_domain,0.8
twin-0083,twin-0086,shared_domain,0.8
twin-0083,twin-0087,shared_domain,0.8
twin-0083,twin-0088,shared_domain,0.8
twin-0084,twin-0085,shared_domain,0.8
twin-0084,twin-0086,shared_domain,0.8
twin-0084,twin-0087,shared_domain,0.8
twin-0084,twin-0088,shared_domain,0.8
twin-0084,twin-0108,shared_domain,0.8
twin-0084,twin-0126,shared_domain,0.8
twin-0084,twin-0127,shared_domain,0.8
twin-0085,twin-0086,shared_domain,0.8
twin-0085,twin-0087,shared_domain,0.8
twin-0085,twin-0088,shared_domain,0.8
twin-0086,twin-0087,shared_domain,0.8
twin-0086,twin-0088,shared_domain,0.8
twin-0087,twin-0088,shared_domain,0.8
twin-0089,twin-0090,shared_domain,0.8
twin-0089,twin-0091,shared_domain,0.8
twin-0089,twin-0092,shared_domain,0.8
twin-0089,twin-0093,shared_domain,0.8
twin-0089,twin-0094,shared_domain,0.8
twin-0089,twin-0095,shared_domain,0.8
twin-0089,twin-0096,shared_domain,0.8
twin-0090,twin-0091,shared_domain,0.8
twin-0090,twin-0092,shared_domain,0.8
twin-0090,twin-0093,shared_domain,0.8
twin-0090,twin-0094,shared_domain,0.8
twin-0090,twin-0095,shared_domain,0.8
twin-0090,twin-0096,shared_domain,0.8
twin-0091,twin-0092,shared_domain,0.8
twin-0091,twin-0093,shared_domain,0.8
twin-0091,twin-0094,shared_domain,0.8
twin-0091,twin-0095,shared_domain,0.8
twin-0091,twin-0096,shared_domain,0.8
twin-0092,twin-0093,shared_domain,0.8
twin-0092,twin-0094,shared_domain,0.8
twin-0092,twin-0095,shared_domain,0.8
twin-0092,twin-0096,shared_domain,0.8
twin-0093,twin-0094,shared_domain,0.8
twin-0093,twin-0095,shared_domain,0.8
twin-0093,twin-0096,shared_domain,0.8
twin-0094,twin-0095,shared_domain,0.8
twin-0094,twin-0096,shared_domain,0.8
twin-0095,twin-0096,shared_domain,0.8
twin-0097,twin-0098,shared_domain,0.8
twin-0097,twin-0099,shared_domain,0.8
twin-0097,twin-0100,shared_domain,0.8
twin-0097,twin-0101,shared_domain,0.8
twin-0097,twin-0102,shared_domain,0.8
twin-0097,twin-0103,shared_domain,0.8
twin-0097,twin-0104,shared_domain,0.8
twin-0098,twin-0099,shared_domain,0.8
twin-0098,twin-0100,shared_domain,0.8
twin-0098,twin-0101,shared_domain,0.8
twin-0098,twin-0102,shared_domain,0.8
twin-0098,twin-0103,shared_domain,0.8
twin-0098,twin-0104,shared_domain,0.8
twin-0099,twin-0100,shared_domain,0.8
twin-0099,twin-0101,shared_domain,0.8
twin-0099,twin-0102,shared_domain,0.8
twin-0099,twin-0103,shared_domain,0.8
twin-0099,twin-0104,shared_domain,0.8
twin-0100,twin-0101,shared_domain,0.8
twin-0100,twin-0102,shared_domain,0.8
twin-0100,twin-0103,shared_domain,0.8
twin-0100,twin-0104,shared_domain,0.8
twin-0101,twin-0102,shared_domain,0.8
twin-0101,twin-0103,shared_domain,0.8
twin-0101,twin-0104,shared_domain,0.8
twin-0102,twin-0103,shared_domain,0.8
twin-0102,twin-0104,shared_domain,0.8
twin-0103,twin-0104,shared_domain,0.8
twin-0105,twin-0106,shared_domain,0.8
twin-0105,twin-0107,shared_domain,0.8
twin-0105,twin-0108,shared_domain,0.8
twin-0105,twin-0109,shared_domain,0.8
twin-0105,twin-0110,shared_domain,0.8
twin-0105,twin-0111,shared_domain,0.8
twin-0105,twin-0112,shared_domain,0.8
twin-0106,twin-0107,shared_domain,0.8
twin-0106,twin-0108,shared_domain,0.8
twin-0106,twin-0109,shared_domain,0.8
twin-0106,twin-0110,shared_domain,0.8
twin-0106,twin-0111,shared_domain,0.8
twin-0106,twin-0112,shared_domain,0.8
twin-0107,twin-0108,shared_domain,0.8
twin-0107,twin-0109,shared_domain,0.8
twin-0107,twin-0110,shared_domain,0.8
twin-0107,twin-0111,shared_domain,0.8
twin-0107,twin-0112,shared_domain,0.8
twin-0108,twin-0109,shared_domain,0.8
twin-0108,twin-0110,shared_domain,0.8
twin-0108,twin-0111,shared_domain,0.8
twin-0108,twin-0112,shared_domain,0.8
twin-0108,twin-0126,shared_domain,0.8
twin-0108,twin-0127,shared_domain,0.8
twin-0109,twin-0110,shared_domain,0.8
twin-0109,twin-0111,shared_domain,0.8
twin-0109,twin-0112,shared_domain,0.8
twin-0110,twin-0111,shared_domain,0.8
twin-0110,twin-0112,shared_domain,0.8
twin-0111,twin-0112,shared_domain,0.8
twin-0113,twin-0114,shared_domain,0.8
twin-0113,twin-0115,shared_domain,0.8
twin-0113,twin-0116,shared_domain,0.8
twin-0113,twin-0117,shared_domain,0.8
twin-0113,twin-0118,shared_domain,0.8
twin-0113,twin-0119,shared_domain,0.8
twin-0113,twin-0120,shared_domain,0.8
twin-0114,twin-0115,shared_domain,0.8
twin-0114,twin-0116,shared_domain,0.8
twin-0114,twin-0117,shared_domain,0.8
twin-0114,twin-0118,shared_domain,0.8
twin-0114,twin-0119,shared_domain,0.8
twin-0114,twin-0120,shared_domain,0.8
twin-0115,twin-0116,shared_domain,0.8
twin-0115,twin-0117,shared_domain,0.8
twin-0115,twin-0118,shared_domain,0.8
twin-0115,twin-0119,shared_domain,0.8
twin-0115,twin-0120,shared_domain,0.8
twin-0116,twin-0117,shared_domain,0.8
twin-0116,twin-0118,shared_domain,0.8
twin-0116,twin-0119,shared_domain,0.8
twin-0116,twin-0120,shared_domain,0.8
twin-0117,twin-0118,shared_domain,0.8
twin-0117,twin-0119,shared_domain,0.8
twin-0117,twin-0120,shared_domain,0.8
twin-0118,twin-0119,shared_domain,0.8
twin-0118,twin-0120,shared_domain,0.8
twin-0119,twin-0120,shared_domain,0.8
twin-0121,twin-0122,shared_domain,0.8
twin-0121,twin-0123,shared_domain,0.8
twin-0121,twin-0124,shared_domain,0.8
twin-0121,twin-0125,shared_domain,0.8
twin-0121,twin-0126,shared_domain,0.8
twin-0121,twin-0127,shared_domain,0.8
twin-0121,twin-0128,shared_domain,0.8
twin-0122,twin-0123,shared_domain,0.8
twin-0122,twin-0124,shared_domain,0.8
twin-0122,twin-0125,shared_domain,0.8
twin-0122,twin-0126,shared_domain,0.8
twin-0122,twin-0127,shared_domain,0.8
twin-0122,twin-0128,shared_domain,0.8
twin-0123,twin-0124,shared_domain,0.8
twin-0123,twin-0125,shared_domain,0.8
twin-0123,twin-0126,shared_domain,0.8
twin-0123,twin-0127,shared_domain,0.8
twin-0123,twin-0128,shared_domain,0.8
twin-0124,twin-0125,shared_domain,0.8
twin-0124,twin-0126,shared_domain,0.8
twin-0124,twin-0127,shared_domain,0.8
twin-0124,twin-0128,shared_domain,0.8
twin-0125,twin-0126,shared_domain,0.8
twin-0125,twin-0127,shared_domain,0.8
twin-0125,twin-0128,shared_domain,0.8
twin-0126,twin-0127,shared_domain,0.8
twin-0126,twin-0128,shared_domain,0.8
twin-0127,twin-0128,shared_domain,0.8
twin-0129,twin-0130,shared_domain,0.8
twin-0129,twin-0131,shared_domain,0.8
twin-0129,twin-0132,shared_domain,0.8
twin-0129,twin-0133,shared_domain,0.8
twin-0129,twin-0134,shared_domain,0.8
twin-0129,twin-0135,shared_domain,0.8
twin-0129,twin-0136,shared_domain,0.8
twin-0130,twin-0131,shared_domain,0.8
twin-0130,twin-0132,shared_domain,0.8
twin-0130,twin-0133,shared_domain,0.8
twin-0130,twin-0134,shared_domain,0.8
twin-0130,twin-0135,shared_domain,0.8
twin-0130,twin-0136,shared_domain,0.8
twin-0131,twin-0132,shared_domain,0.8
twin-0131,twin-0133,shared_domain,0.8
twin-0131,twin-0134,shared_domain,0.8
twin-0131,twin-0135,shared_domain,0.8
twin-0131,twin-0136,shared_domain,0.8
twin-0132,twin-0133,shared_domain,0.8
twin-0132,twin-0134,shared_domain,0.8
twin-0132,twin-0135,shared_domain,0.8
twin-0132,twin-0136,shared_domain,0.8
twin-0133,twin-0134,shared_domain,0.8
twin-0133,twin-0135,shared_domain,0.8
twin-0133,twin-0136,shared_domain,0.8
twin-0134,twin-0135,shared_domain,0.8
twin-0134,twin-0136,shared_domain,0.8
twin-0135,twin-0136,shared_domain,0.8
twin-0137,twin-0138,shared_domain,0.8
twin-0137,twin-0139,shared_domain,0.8
twin-0137,twin-0140,shared_domain,0.8
twin-0137,twin-0141,shared_domain,0.8
twin-0137,twin-0142,shared_domain,0.8
twin-0137,twin-0143,shared_domain,0.8
twin-0138,twin-0139,shared_domain,0.8
twin-0138,twin-0140,shared_domain,0.8
twin-0138,twin-0141,shared_domain,0.8
twin-0138,twin-0142,shared_domain,0.8
twin-0138,twin-0143,shared_domain,0.8
twin-0139,twin-0140,shared_domain,0.8
twin-0139,twin-0141,shared_domain,0.8
twin-0139,twin-0142,shared_domain,0.8
twin-0139,twin-0143,shared_domain,0.8
twin-0140,twin-0141,shared_domain,0.8
twin-0140,twin-0142,shared_domain,0.8
twin-0140,twin-0143,shared_domain,0.8
twin-0141,twin-0142,shared_domain,0.8
twin-0141,twin-0143,shared_domain,0.8
twin-0142,twin-0143,shared_domain,0.8
twin-0144,twin-0145,shared_domain,0.8
twin-0144,twin-0146,shared_domain,0.8
twin-0144,twin-0147,shared_domain,0.8
twin-0144,twin-0148,shared_domain,0.8
twin-0144,twin-0149,shared_domain,0.8
twin-0144,twin-0150,shared_domain,0.8
twin-0145,twin-0146,shared_domain,0.8
twin-0145,twin-0147,shared_domain,0.8
twin-0145,twin-0148,shared_domain,0.8
twin-0145,twin-0149,shared_domain,0.8
twin-0145,twin-0150,shared_domain,0.8
twin-0146,twin-0147,shared_domain,0.8
twin-0146,twin-0148,shared_domain,0.8
twin-0146,twin-0149,shared_domain,0.8
twin-0146,twin-0150,shared_domain,0.8
twin-0147,twin-0148,shared_domain,0.8
twin-0147,twin-0149,shared_domain,0.8
twin-0147,twin-0150,shared_domain,0.8
twin-0148,twin-0149,shared_domain,0.8
twin-0148,twin-0150,shared_domain,0.8
twin-0149,twin-0150,shared_domain,0.8
twin-0019,twin-0021,osint_oss,0.7
twin-0099,twin-0103,osint_oss,0.7
twin-0146,twin-0148,osint_oss,0.7
twin-0035,twin-0039,osint_publication,0.7
twin-0061,twin-0063,osint_publication,0.7
twin-0091,twin-0093,osint_publication,0.7
twin-0091,twin-0095,osint_publication,0.7
twin-0093,twin-0095,osint_publication,0.7
twin-0099,twin-0103,osint_publication,0.7
twin-0125,twin-0127,osint_publication,0.7
twin-0139,twin-0141,osint_publication,0.7
twin-0001,twin-0017,osint_conference,0.6
twin-0001,twin-0121,osint_conference,0.6
twin-0001,twin-0144,osint_conference,0.6
twin-0002,twin-0122,osint_conference,0.6
twin-0003,twin-0007,osint_conference,0.6
twin-0010,twin-0011,osint_conference,0.6
twin-0010,twin-0012,osint_conference,0.6
twin-0011,twin-0012,osint_conference,0.6
twin-0013,twin-0015,osint_conference,0.6
twin-0014,twin-0016,osint_conference,0.6
twin-0017,twin-0018,osint_conference,0.6
twin-0017,twin-0019,osint_conference,0.6
twin-0017,twin-0021,osint_conference,0.6
twin-0017,twin-0023,osint_conference,0.6
twin-0017,twin-0065,osint_conference,0.6
twin-0017,twin-0073,osint_conference,0.6
twin-0017,twin-0121,osint_conference,0.6
twin-0017,twin-0144,osint_conference,0.6
twin-0018,twin-0019,osint_conference,0.6
twin-0018,twin-0021,osint_conference,0.6
twin-0018,twin-0023,osint_conference,0.6
twin-0019,twin-0021,osint_conference,0.6
twin-0019,twin-0023,osint_conference,0.6
twin-0021,twin-0023,osint_conference,0.6
twin-0025,twin-0026,osint_conference,0.6
twin-0027,twin-0031,osint_conference,0.6
twin-0030,twin-0032,osint_conference,0.6
twin-0033,twin-0049,osint_conference,0.6
twin-0033,twin-0105,osint_conference,0.6
twin-0035,twin-0039,osint_conference,0.6
twin-0038,twin-0040,osint_conference,0.6
twin-0041,twin-0042,osint_conference,0.6
twin-0043,twin-0130,osint_conference,0.6
twin-0044,twin-0046,osint_conference,0.6
twin-0044,twin-0048,osint_conference,0.6
twin-0045,twin-0047,osint_conference,0.6
twin-0046,twin-0048,osint_conference,0.6
twin-0049,twin-0105,osint_conference,0.6
twin-0051,twin-0052,osint_conference,0.6
twin-0051,twin-0053,osint_conference,0.6
twin-0051,twin-0054,osint_conference,0.6
twin-0051,twin-0055,osint_conference,0.6
twin-0052,twin-0054,osint_conference,0.6
twin-0052,twin-0055,osint_conference,0.6
twin-0053,twin-0055,osint_conference,0.6
twin-0054,twin-0055,osint_conference,0.6
twin-0057,twin-0058,osint_conference,0.6
twin-0059,twin-0060,osint_conference,0.6
twin-0059,twin-0061,osint_conference,0.6
twin-0059,twin-0062,osint_conference,0.6
twin-0059,twin-0063,osint_conference,0.6
twin-0060,twin-0061,osint_conference,0.6
twin-0060,twin-0062,osint_conference,0.6
twin-0060,twin-0063,osint_conference,0.6
twin-0061,twin-0062,osint_conference,0.6
twin-0061,twin-0063,osint_conference,0.6
twin-0062,twin-0063,osint_conference,0.6
twin-0065,twin-0073,osint_conference,0.6
twin-0067,twin-0069,osint_conference,0.6
twin-0067,twin-0071,osint_conference,0.6
twin-0068,twin-0070,osint_conference,0.6
twin-0068,twin-0072,osint_conference,0.6
twin-0069,twin-0071,osint_conference,0.6
twin-0070,twin-0072,osint_conference,0.6
twin-0074,twin-0075,osint_conference,0.6
twin-0074,twin-0077,osint_conference,0.6
twin-0074,twin-0078,osint_conference,0.6
twin-0074,twin-0079,osint_conference,0.6
twin-0074,twin-0080,osint_conference,0.6
twin-0075,twin-0077,osint_conference,0.6
twin-0075,twin-0078,osint_conference,0.6
twin-0075,twin-0079,osint_conference,0.6
twin-0075,twin-0080,osint_conference,0.6
twin-0076,twin-0078,osint_conference,0.6
twin-0077,twin-0078,osint_conference,0.6
twin-0077,twin-0079,osint_conference,0.6
twin-0077,twin-0080,osint_conference,0.6
twin-0078,twin-0079,osint_conference,0.6
twin-0078,twin-0080,osint_conference,0.6
twin-0079,twin-0080,osint_conference,0.6
twin-0083,twin-0084,osint_conference,0.6
twin-0083,twin-0085,osint_conference,0.6
twin-0083,twin-0086,osint_conference,0.6
twin-0083,twin-0087,osint_conference,0.6
twin-0083,twin-0088,osint_conference,0.6
twin-0084,twin-0085,osint_conference,0.6
twin-0084,twin-0086,osint_conference,0.6
twin-0084,twin-0087,osint_conference,0.6
twin-0084,twin-0088,osint_conference,0.6
twin-0085,twin-0086,osint_conference,0.6
twin-0085,twin-0087,osint_conference,0.6
twin-0085,twin-0088,osint_conference,0.6
twin-0086,twin-0087,osint_conference,0.6
twin-0086,twin-0088,osint_conference,0.6
twin-0087,twin-0088,osint_conference,0.6
twin-0090,twin-0091,osint_conference,0.6
twin-0090,twin-0093,osint_conference,0.6
twin-0090,twin-0095,osint_conference,0.6
twin-0091,twin-0093,osint_conference,0.6
twin-0091,twin-0095,osint_conference,0.6
twin-0093,twin-0095,osint_conference,0.6
twin-0094,twin-0096,osint_conference,0.6
twin-0098,twin-0099,osint_conference,0.6
twin-0098,twin-0100,osint_conference,0.6
twin-0098,twin-0101,osint_conference,0.6
twin-0098,twin-0103,osint_conference,0.6
twin-0098,twin-0104,osint_conference,0.6
twin-0099,twin-0100,osint_conference,0.6
twin-0099,twin-0101,osint_conference,0.6
twin-0099,twin-0103,osint_conference,0.6
twin-0099,twin-0104,osint_conference,0.6
twin-0100,twin-0101,osint_conference,0.6
twin-0100,twin-0103,osint_conference,0.6
twin-0100,twin-0104,osint_conference,0.6
twin-0101,twin-0103,osint_conference,0.6
twin-0101,twin-0104,osint_conference,0.6
twin-0103,twin-0104,osint_conference,0.6
twin-0106,twin-0109,osint_conference,0.6
twin-0106,twin-0110,osint_conference,0.6
twin-0106,twin-0111,osint_conference,0.6
twin-0106,twin-0112,osint_conference,0.6
twin-0107,twin-0108,osint_conference,0.6
twin-0107,twin-0109,osint_conference,0.6
twin-0107,twin-0111,osint_conference,0.6
twin-0109,twin-0110,osint_conference,0.6
twin-0109,twin-0111,osint_conference,0.6
twin-0109,twin-0112,osint_conference,0.6
twin-0110,twin-0111,osint_conference,0.6
twin-0110,twin-0112,osint_conference,0.6
twin-0111,twin-0112,osint_conference,0.6
twin-0116,twin-0120,osint_conference,0.6
twin-0117,twin-0119,osint_conference,0.6
twin-0121,twin-0144,osint_conference,0.6
twin-0122,twin-0126,osint_conference,0.6
twin-0122,twin-0128,osint_conference,0.6
twin-0123,twin-0125,osint_conference,0.6
twin-0123,twin-0127,osint_conference,0.6
twin-0125,twin-0127,osint_conference,0.6
twin-0126,twin-0128,osint_conference,0.6
twin-0130,twin-0131,osint_conference,0.6
twin-0130,twin-0132,osint_conference,0.6
twin-0130,twin-0133,osint_conference,0.6
twin-0130,twin-0134,osint_conference,0.6
twin-0130,twin-0135,osint_conference,0.6
twin-0130,twin-0136,osint_conference,0.6
twin-0131,twin-0132,osint_conference,0.6
twin-0131,twin-0133,osint_conference,0.6
twin-0131,twin-0134,osint_conference,0.6
twin-0131,twin-0135,osint_conference,0.6
twin-0131,twin-0136,osint_conference,0.6
twin-0132,twin-0133,osint_conference,0.6
twin-0132,twin-0134,osint_conference,0.6
twin-0132,twin-0135,osint_conference,0.6
twin-0132,twin-0136,osint_conference,0.6
twin-0133,twin-0134,osint_conference,0.6
twin-0133,twin-0135,osint_conference,0.6
twin-0133,twin-0136,osint_conference,0.6
twin-0134,twin-0135,osint_conference,0.6
twin-0134,twin-0136,osint_conference,0.6
twin-0135,twin-0136,osint_conference,0.6
twin-0141,twin-0143,osint_conference,0.6
twin-0145,twin-0146,osint_conference,0.6
twin-0145,twin-0148,osint_conference,0.6
twin-0145,twin-0150,osint_conference,0.6
twin-0146,twin-0148,osint_conference,0.6
twin-0146,twin-0150,osint_conference,0.6
twin-0148,twin-0150,osint_conference,0.6
twin-0001,twin-0002,osint_certification,0.6
twin-0002,twin-0005,osint_certification,0.6
twin-0003,twin-0007,osint_certification,0.6
twin-0003,twin-0029,osint_certification,0.6
twin-0004,twin-0006,osint_certification,0.6
twin-0004,twin-0008,osint_certification,0.6
twin-0006,twin-0008,osint_certification,0.6
twin-0007,twin-0029,osint_certification,0.6
twin-0009,twin-0010,osint_certification,0.6
twin-0010,twin-0017,osint_certification,0.6
twin-0010,twin-0018,osint_certification,0.6
twin-0010,twin-0042,osint_certification,0.6
twin-0010,twin-0058,osint_certification,0.6
twin-0010,twin-0066,osint_certification,0.6
twin-0010,twin-0081,osint_certification,0.6
twin-0010,twin-0082,osint_certification,0.6
twin-0010,twin-0090,osint_certification,0.6
twin-0010,twin-0114,osint_certification,0.6
twin-0010,twin-0121,osint_certification,0.6
twin-0010,twin-0122,osint_certification,0.6
twin-0010,twin-0123,osint_certification,0.6
twin-0010,twin-0125,osint_certification,0.6
twin-0010,twin-0127,osint_certification,0.6
twin-0010,twin-0130,osint_certification,0.6
twin-0012,twin-0014,osint_certification,0.6
twin-0012,twin-0016,osint_certification,0.6
twin-0012,twin-0020,osint_certification,0.6
twin-0012,twin-0060,osint_certification,0.6
twin-0012,twin-0062,osint_certification,0.6
twin-0012,twin-0064,osint_certification,0.6
twin-0012,twin-0068,osint_certification,0.6
twin-0012,twin-0070,osint_certification,0.6
twin-0012,twin-0072,osint_certification,0.6
twin-0012,twin-0092,osint_certification,0.6
twin-0012,twin-0096,osint_certification,0.6
twin-0013,twin-0015,osint_certification,0.6
twin-0014,twin-0016,osint_certification,0.6
twin-0014,twin-0020,osint_certification,0.6
twin-0014,twin-0060,osint_certification,0.6
twin-0014,twin-0062,osint_certification,0.6
twin-0014,twin-0064,osint_certification,0.6
twin-0014,twin-0068,osint_certification,0.6
twin-0014,twin-0070,osint_certification,0.6
twin-0014,twin-0072,osint_certification,0.6
twin-0014,twin-0092,osint_certification,0.6
twin-0014,twin-0096,osint_certification,0.6
twin-0016,twin-0020,osint_certification,0.6
twin-0016,twin-0060,osint_certification,0.6
twin-0016,twin-0062,osint_certification,0.6
twin-0016,twin-0064,osint_certification,0.6
twin-0016,twin-0068,osint_certification,0.6
twin-0016,twin-0070,osint_certification,0.6
twin-0016,twin-0072,osint_certification,0.6
twin-0016,twin-0092,osint_certification,0.6
twin-0016,twin-0096,osint_certification,0.6
twin-0017,twin-0018,osint_certification,0.6
twin-0017,twin-0033,osint_certification,0.6
twin-0017,twin-0042,osint_certification,0.6
twin-0017,twin-0049,osint_certification,0.6
twin-0017,twin-0058,osint_certification,0.6
twin-0017,twin-0065,osint_certification,0.6
twin-0017,twin-0066,osint_certification,0.6
twin-0017,twin-0081,osint_certification,0.6
twin-0017,twin-0082,osint_certification,0.6
twin-0017,twin-0089,osint_certification,0.6
twin-0017,twin-0090,osint_certification,0.6
twin-0017,twin-0105,osint_certification,0.6
twin-0017,twin-0113,osint_certification,0.6
twin-0017,twin-0114,osint_certification,0.6
twin-0017,twin-0121,osint_certification,0.6
twin-0017,twin-0122,osint_certification,0.6
twin-0017,twin-0123,osint_certification,0.6
twin-0017,twin-0125,osint_certification,0.6
twin-0017,twin-0127,osint_certification,0.6
twin-0017,twin-0129,osint_certification,0.6
twin-0017,twin-0130,osint_certification,0.6
twin-0017,twin-0144,osint_certification,0.6
twin-0018,twin-0042,osint_certification,0.6
twin-0018,twin-0058,osint_certification,0.6
twin-0018,twin-0066,osint_certification,0.6
twin-0018,twin-0081,osint_certification,0.6
twin-0018,twin-0082,osint_certification,0.6
twin-0018,twin-0090,osint_certification,0.6
twin-0018,twin-0114,osint_certification,0.6
twin-0018,twin-0121,osint_certification,0.6
twin-0018,twin-0122,osint_certification,0.6
twin-0018,twin-0123,osint_certification,0.6
twin-0018,twin-0125,osint_certification,0.6
twin-0018,twin-0127,osint_certification,0.6
twin-0018,twin-0130,osint_certification,0.6
twin-0019,twin-0021,osint_certification,0.6
twin-0019,twin-0023,osint_certification,0.6
twin-0020,twin-0060,osint_certification,0.6
twin-0020,twin-0062,osint_certification,0.6
twin-0020,twin-0064,osint_certification,0.6
twin-0020,twin-0068,osint_certification,0.6
twin-0020,twin-0070,osint_certification,0.6
twin-0020,twin-0072,osint_certification,0.6
twin-0020,twin-0092,osint_certification,0.6
twin-0020,twin-0096,osint_certification,0.6
twin-0021,twin-0023,osint_certification,0.6
twin-0022,twin-0147,osint_certification,0.6
twin-0022,twin-0150,osint_certification,0.6
twin-0024,twin-0036,osint_certification,0.6
twin-0024,twin-0060,osint_certification,0.6
twin-0024,twin-0068,osint_certification,0.6
twin-0024,twin-0072,osint_certification,0.6
twin-0024,twin-0116,osint_certification,0.6
twin-0026,twin-0027,osint_certification,0.6
twin-0026,twin-0031,osint_certification,0.6
twin-0027,twin-0031,osint_certification,0.6
twin-0028,twin-0030,osint_certification,0.6
twin-0028,twin-0032,osint_certification,0.6
twin-0030,twin-0032,osint_certification,0.6
twin-0033,twin-0034,osint_certification,0.6
twin-0033,twin-0049,osint_certification,0.6
twin-0033,twin-0065,osint_certification,0.6
twin-0033,twin-0089,osint_certification,0.6
twin-0033,twin-0105,osint_certification,0.6
twin-0033,twin-0113,osint_certification,0.6
twin-0033,twin-0121,osint_certification,0.6
twin-0033,twin-0129,osint_certification,0.6
twin-0033,twin-0144,osint_certification,0.6
twin-0034,twin-0037,osint_certification,0.6
twin-0035,twin-0039,osint_certification,0.6
twin-0035,twin-0131,osint_certification,0.6
twin-0035,twin-0133,osint_certification,0.6
twin-0035,twin-0135,osint_certification,0.6
twin-0036,twin-0060,osint_certification,0.6
twin-0036,twin-0068,osint_certification,0.6
twin-0036,twin-0072,osint_certification,0.6
twin-0036,twin-0116,osint_certification,0.6
twin-0036,twin-0118,osint_certification,0.6
twin-0036,twin-0120,osint_certification,0.6
twin-0038,twin-0040,osint_certification,0.6
twin-0039,twin-0082,osint_certification,0.6
twin-0039,twin-0131,osint_certification,0.6
twin-0039,twin-0133,osint_certification,0.6
twin-0039,twin-0135,osint_certification,0.6
twin-0042,twin-0058,osint_certification,0.6
twin-0042,twin-0066,osint_certification,0.6
twin-0042,twin-0081,osint_certification,0.6
twin-0042,twin-0082,osint_certification,0.6
